#word,meaning,option1,option2,option3
旅行,travel,ravel,gravel,navel
画笔,brush,blush,rush,busy
泌脂,bleed,bend,breed,blend
皱眉,frown,brow,crown,fawn
因为,since,hence,wince,sink
拓荒者,pioneer,ponder,prevent,teethe
捏造,invent,infant,invest,insert
检查,survey,suave,curve,purvey
饶恕,forgive,furtive,forge,an understanding
立场,standpoint,point of view,grammar,neutral
令人满意,satisfactory,where there is injustice,abandoned idea,preparation
桩,stake,sake,state,stain
自主,independent,witchcraft,pandemic,rough
繁荣,thrive,thrice,trice,strive
附加语,tag,vat,tie,hag
追赶,pursuit,pursue,to move forward ,to step back
腐烂,decay,decoy,delay,defray
许多,numerous,humorous,every,too numerous to mention individually or one by one
财政,finance,fiance,fiancee,inane
惧怕,dread,dear,bread,dream
贵族,noble,double,bole,nonce
消灭,destroy,destroyer,destiny,to sweep away
有环连接,link,slick,mind,ink
勇士,hero,jerk,heal,zero
执照,permit,pert,remit,emit
引退,retire,reptile,respire,retard
挤,milk,silk,bile,sulk
微风,breeze,breezy,freeze,breech
课程,course,worse,purse,courage
根源,source,sour,scourge,sore
小河,brook,proof,brown,broom
丈夫,husband,husbandry,disband,mother-in-law
忠诚,faithful,unfaithful,fitful,turn 
使工业化,industrialize,bye,visualize,duologue
催促,urge,true,lure,re
法国,France,prince,chance,trance
狭的,narrow,marrow,barrow,sorrow
钻孔,drill,frill,grill,thrill
谦逊,humble,mumble,rumble,jumble
剃,shave,scale,shark,stage
电视,video,vide,rider,vice
颗粒,grain,brain,graze,trail
香水,scent,agent,seat,scant
给小费,tip,tiro,din,chip
图书馆,library,literary,gym,art gallery
同样,likewise,happen to  coincide,of the same age,roommate
礼物,present,preset,resent,pretext
姓,surname,surface,furnace,Christmas
网球,tennis,tenpin,teens,edge ball
偏爱,preference,reference,deference,precedence
时常,frequently,of course,unbounded,No. 1
继承,inherit,inhibit,invert,inert
在,presence,pretence,credence,prudence
为…祝福,bless,lest,blast,dress
不可避免,inevitable,all of a sudden,double,not necessarily
允诺,promise,premise,poise,promote
携带,carry,dairy,hurry,curry
状况,condition,conduction,conviction,coalition
实践,practice,practise,practical,degenerate
夹入,sandwich,tendril,serpent,tough
开发,development,payment,contribute,pay a tax one has evaded
人造卫星,satellite,satellite,companion ,variable star
斜着,sideways,sidewalk,body,falter
轻便,portable,portage,notable,portal
像,image,gage,maze,mace
吃惊,startle,stare,stale,starter
旋转,rotate,estate,prorate,rote
有秩序的,orderly,elderly,ordeal,order
相位,phase,chasm,those,hose
使确信,convince,convene,convict,confine
幸运,fortunately,reap without sowing,advantageous,reciprocal
统计,statistical,take up the pen,draw up ,to reason by analogy
特有,characteristic,to the greatest extent,jolly,unconsciously
地平线,horizon,sideline,multinational,frontier
一圈,lap,gad,may,clap
安装,install,stall,instant,instil
煤矿,pit,pie,pint,pine
播种,sow,bow,see,rob
调查,research,search,track down ,detective
飞机,aeroplane,airplane,glider,ark
祝贺,congratulate,celebrate,wish sb a Happy New Year,congratulate an elderly person on his birthday
限定,define,divine,defile,dine
极端,exceedingly,least,exceptional,at most
给…娱乐,amuse,muse,mule,accuse
中枢,centre,century,tenure,metre
预示,forecast,recast,forest,foremost
章程,constitution,regulations,well-behaved,dinner party
成为…专家,specialize,specialist,speciality,socialize
坛子,jar,par,jaw,lark
天堂,heaven,haven,heavenly,leaven
陪伴,accompany,company,farewell,break faith with somebody
湿的,humid,human,mid,lucid
抛,toss,tusk,dross,posh
使复杂,complicate,implicate,complicity,adapt
心神不安,uneasy,queasy,easy,unmask
会合,meeting,to gather together,to leave,to compile
宗教,religious,religion,delicious,Daoism 
单独,alone,bone,lone,cloze
精确,precise,recipe,praise,premise
新近,recent,recant,repent,rodent
开花,flower,blower,grower,glower
渴的,thirsty,thirty,thirst,thirdly
贮藏,storage,strange,shortage,stage
完全,wholly,woolly,jolly,whole
突然不见,vanish,valise,banish,garish
帽子,hat,bad,jot,hate
真的,genuine,equine,engine,unavoidable
轻蔑,scorn,son,store,scarf
猛烈,violence,silence,violent,stillness
牲口棚,barn,darn,bark,bare
镇压,crush,flush,cruise,slush
成功,triumph,triumphal,trump,defeat
雇佣者,employer,employee,employ,empower
赶上,catch,lath,hatch,hutch
永久,permanently,a long time,provisional,overnight
恢复精神,refresh,fresh,redress,regress
耐久,durable,curable,mutable,dutiable
社交,commerce,commence,compere,coerce
著名,famous,campus,infamous,amour
在…下方,beneath,breath,bequeath,heel
狂暴,violent,violet,silent,violence
计算机,computer,compute,composer,compote
马厩,stable,scale,staple,table
甜,honey,phoney,holy,money
道德,moral,motel,mortal,opal
轮,wheel,feel,when,wheeze
压倒,overtake,overture,overrate,overtax
发展,evolution,devolution,revolution,solution
极好,super,suffer,superb,supper
竟然,actually,actuality,actual,although
消像,portrait,portray,to describe,sketch
消耗量,consumption,output,volume of trade ,quota
范围,limit,timid,limpid,lilt
平稳,smoothly,meddlesome,pretty and flirtatious,pornographic
坚韧,tough,laugh,touch,trough
难事,difficulty,difficult,danger,foreign affairs
垃圾,rubbish,publish,furbish,mineral
变宽,widen,wide,wiper,waken
暗示,implication,concept,inkling,pathology
运河,canal,cancel,cavil,cant
磨坊,mill,till,pill,film
集市,market,marvel,marked,marker
吊,suspend,suspect,suspense,upend
索取,claim,clam,cram,clang
滑的,slippery,clippers,slipper,skipper
许诺,undertaking,allow,rebuff,consult
感情,feeling,flavor,intuition,dislike
传统,tradition,radiation,gradation,transition
机械,mechanically,stark,answer the questions without any hitch,arise from the dead
额头,forehead,old age,bones of the dead,head
效率低的,inefficient,dabbler,arise from the dead,omnipotent
上帝,sacred,shred,acrid,sabre
储备,reserve,preserve,deserve,reverie
推荐,recommend,commend,appear ,introduction
蜜月,honeymoon,summer vacation time,sick leave,Christmas time
灌,pour,hour,fur,post
纪念,memorial,memorize,immemorial,to remember
考虑,consideration,direct,carry on a preliminary round of exploratory  discussions,deliberately
书写,writing,to respond to a poem with a poem,pad,recite
创造,create,crate,crepe,crease
惦念,miss,bass,wisp,mass
西南,southwest,southeast,northwest,electoral district
职业,profession,procession,professor,profusion
授给物,grant,prank,rant,groan
会议,conference,confluence,inference,confidence
说,observe,deserve,observer,obverse
教,tuition,intuition,fruition,suction
体育馆,gymnasium,salon,newspaper office,sports field
木工,carpenter,carpentry,mason,blacksmith
液体,liquid,livid,liquor,limpid
不管,despite,despise,respite,depute
助手,aid,air,maid,ride
屡次,frequency,frequent,unbounded,as quickly as possible
创始人,father,washer,feather,rather
指示,indication,invocation,invitation,dedication
剥,peel,sell,pearl,pill
重点,emphasis,emphatic,emphasize,scratching the surface
女士,madam,madame,madcap,mad
自助食堂,cafeteria,camouflage,engine,outcome
掠过,skim,ski,slimy,slim
赞扬,praise,paradise,raise,poise
称…的重量,weigh,wish,wig,deign
主义,principle,principal,compulsory education,to run a school
病,disease,disperse,distaste,dispose
档案,file,nice,tile,field
野战医院,ambulance,imbalance,awareness,dugout
摇动,sway,shy,swap,away
侦察,spy,spa,spud,soapy
国籍,nationality,peer,member of the US House of Representatives,school roll
坚持要求,insist,incise,desist,invest
疲劳,tired,lively,to gasp for breath,lazily
再会,farewell,quid,multiply,pregnant
自豪,proud,pious,around,prude
唯物主义,materialism,to run a school,health protection,sports
计数器,counter,county,count,cutter
家属,relation,legation,negation,elation
武器,weapon,season,teapot,wean
流利,fluent,client,flunk,blunt
自主,independence,parole,applique,construct
通讯员,correspondent,reporter,compiler,the writer
期望,expectation,predict,unexpectedly,conjecture
观点,perspective,idea,idea,local flavor
巧克力糖,chocolate,codicil,bannal,curb
禁闭,confine,convince,confide,continue
驴,donkey,monkey,honey,convey
健康,health,heath,hearth,wealth
共和国,republic,republican,public,one's own country
照片,photograph,phonograph,pantograph,group photo
提供,offer,otter,coffer,differ
漂浮,float,afloat,fiat,flout
拒绝,refusal,refuse,refuel,rebuff
手帕,handkerchief,a double-edged fine-toothed comb,broom,towel
末端,terminal,seminal,terminus,terminate
报价,quote,vote,dote,cute
电子,electronic,electric,electron,electron
易变,variable,invariable,amiable,variance
逐渐消失,fade,hate,tide,fame
属性,attribute,tribute,flexibility,lofty and unyielding character
限定,restrict,restraint,strict,district
办公室,office,efface,officer,offing
由于某种原因,somehow,into,council,adore
分解,analysis,paralysis,analyse,analytic
称,balance,imbalance,palace,blanch
元素,element,clement,vehement,tenement
与其他不同的,distinct,instinct,distance,indistinct
给…导游,guide,guile,glider,glide
加,addition,additional,audition,ambition
口授,dictate,distaste,dictator,dilate
怀疑,doubt,dub,debt,daub
有计划的,systematic,supplicant,ape,spike
闪烁,twinkle,twine,tinkle,tickle
铅,lead,head,load,lad
习惯,conventional,not be fond of certain food,negligence,intently
移民,immigrant,emigrant,migrant,immigrate
警察,policeman,spy,secret agent,judge
歌唱家,singer,singlet,linger,ginger
玻璃杯,glass,glassy,gasp,grass
地理,geography,xerography,biography,demography
整齐,regular,regulate,angular,irregular
理发师,barber,border,barley,barter
直觉,instinct,instant,indistinct,instruct
紫色,purple,pursue,puzzle,pimple
软泥,mud,dud,mould,lug
尺寸,measurement,weight,load,length
船货,cargo,car,cadge,carat
反映,reflexion,mark,to say,so-called
决定,decision,precision,delusion,division
种类,description,non-governmental,telephone network,digital network
有效,valid,invalid,vapid,lid
在…里面,inside,side,insane,incise
火炬,torch,parch,porch,teach
消耗,consume,consumer,confute,conjure
户外,outdoor,outdoors,outlook,outdo
邻国,neighbour,republic,vassal,entire country
一剂,dose,loose,dome,more
衣领,collar,cellar,color,cola
十,ten,thin,even,mien
发生,result,resent,resist,insult
洗衣房,laundry,launder,sundry,foundry
森林地带,forest,fret,forget,wrest
扫帚,broom,groom,room,brook
包扎,bind,wind,bang,bin
电报,cable,liable,marble,cadre
古典,classical,classic,reason,purpose
加强,intensive,intense,intensify,extensive
滚动,roll,rout,poll,doll
转,turn,curl,stun,gun
布丁,pudding,wedding,pending,deep-fried pancake
同班同学,classmate,retirement,beginner,far
大量,abundant,abundance,fervent,neither supercilious nor obsequious
同伴,company,compass,accompany,command
散文,essay,stay,assay,espy
缺乏,lack,track,pace,lock
平底锅,pan,an,map,pay
绅士,gentleman,a form of address formerly used by an employee to his employer or tenant- peasant to his landlord,employer,capitalist
密林,jungle,jangle,jingle,bundle
斗争,struggle,straggle,smuggle,strangle
酸的,acid,amid,add,avid
天花板,ceiling,cling,surface,ceiling
使卷入,involve,invoke,devolve,invoice
结构,structural,structure,some kind ,theatrical troupe
速度,velocity,ferocity,felicity,length
彻底,properly,purely,unfinished,alone
向外,forth,moth,girth,fore
使惊讶,astonish,admonish,devolution,lath
组成部分,component,opponent,competent,respective
薄雾,mist,midst,hint,list
大炮,cannon,canyon,annoy,carton
打盹,nap,pap,wrap,nail
鄙视,despise,despite,dispose,desire
电的,electric,electronic,electron,electrify
广场,square,suave,quart,squash
分歧,difference,deference,different,inference
范围,range,singe,ridge,hinge
不公平的,unfair,unfit,fair,affair
保存,conservation,to look for,collection,hoard
厌恶,disgust,digest,discuss,disrupt
对手,opponent,component,exponent,private
控制,control,central,impassable,wholesome
火炉,stove,fireplace,palm-leaf fan,plaything
外皮,skin,rein,skid,sky
使进化,evolve,devolve,revolve,evoke
倾向,trend,tend,grind,fend
磁盘,disk,dive,silk,rick
排练,rehearsal,rehearse,reversal,the curtain falls
健康,healthy,wealthy,heath,health
滴答声,tick,rink,tuck,thick
药剂师,chemist,demist,chest,cherish
代表性的,representative,terminate,program,gratify
视力,sight,slight,right,night
心胸宽大,liberal,liberty,lateral,literal
抵抗,resistant,assistant,resistance,resultant
签名,sign,ion,sin,sir
边缘,edge,hedge,idle,edit
罗马,Roman,Lanzhou,Accra,Amsterdam
交通,traffic,tragic,meet by chance,friction
一定,definitely,on the eve of,finally,to pledge
社会主义,socialist,socialism,socialize,specialist
意义,meaning,original meaning,in general,system
轮船,steamer,steam,speaker,teaser
海豹,seal,jean,steal,zeal
剑,sword,scorn,sort,swot
温室,greenhouse,Taoyuan ,vegetable field,woodland
平均数,average,aerate,coverage,leverage
在…之中,amongst,six,heroine,drama
不省人事,unconscious,heartless,choke,mad
铁路,railway,airway,alley,traffic lane
缺乏,absence,absent,absentee,essence
瓶,vase,rate,nape,cash
短处,shortcoming,selfish interest,drawback,interest
判定,award,wayward,aware,lard
发展,develop,envelop,down,to build
扫描,scan,slang,can,son
生日,birthday,summer vacation,wedding day,legal holiday
有关,relevant,reliant,elegant,irrelevant
联盟,federal,several,funeral,general
标准,standard,tankard,reliable,made in China
发明者,inventor,investor,inventory,invent
内的,internal,interval,intern,paternal
反射,reflect,reflex,deflect,neglect
争论,argument,armament,augment,defame
生态学,biology,geology,apology,ecology
假期,vacation,vocation,location,action
空姐,hostess,hostel,possess,employee
压缩,condense,condenser,convene,condone
火花,spark,park,ark,spare
促进,accelerate,to show,inflame,spoil things through excessive enthusiasm
政治,political,politic,politics,politician
保姆,nurse,course,nose,purse
必不可少,indispensable,astonishing,acquaintance,it doesn't matter
颠倒,upside-down,display,wall hanging,hang
未必,unlikely,untimely,unlike,likely
饭店,restaurant,teahouse,guesthouse,semicolon
地狱,hell,peel,hurl,heel
大理石,marble,gable,warble,ramble
不利,disadvantage,inexpensive,harmful,harmless
技术,technical,technician,mechanical,skill
欠,owe,he,we,mode
全体委员,committee,beard,fright,helicopter
轻柔,gentle,nettle,gently,senile
职业,job,fob,jab,pot
马,horse,house,gorse,worse
拖鞋,slipper,slippery,shipper,clippers
露天大型运动场,stadium,tedium,lady,stale
大气,atmospheric,strict,fervent,pride
实验,experiment,expedient,experimental,end of term examination
君主统治,reign,rein,resign,benign
绘图,drawing,to draw,quick sketch,sketch
潜力,potential,electricity,vigor of style in litery composition,impulse
野餐,picnic,panic,lunch,news
保证,ensure,insure,endure,ensue
吻,kiss,fist,miss,his
谜,puzzle,nuzzle,guzzle,muzzle
基础,basis,bass,basic,base
航空公司,airline,airplane,airliner,airlane
管理,administration,nationalized,to administer,take over
食品,food,foot,fool,fond
困难,difficult,difficulty,smash,cry piteously for food
精密,precision,revision,decision,provision
鲜艳,vivid,rigid,vigil,avid
知道,knowledge,to discover,forget,concerned
减少,decrease,decease,increase,recreate
抛弃,discard,discord,discern,disband
表,list,less,hint,mist
痛苦,miserable,mournful,miserable,anxiety
录音机,recorder,reporter,record,recover
求婚,propose,apropos,promise,proposal
揭开…的盖子,uncover,recover,cover,unmoved
直接,immediately,various,unexpectedly,indirect
镜头,lens,fend,lee,menu
海洋,ocean,glean,scan,jean
劣等,inferior,interior,inferno,anterior
彻底,thorough,through,trough,though
注意力,attention,detention,attrition,intention
当局,police,novice,policy,voice
曾经,ever,even,aver,sever
退出,exit,exalt,emit,evil
足够,sufficient,efficient,saving,extract
家庭,domestic,clan,clan,husband's family
紧身,tight,alight,sight,tights
效果,purpose,prose,suppose,porpoise
围绕,surround,surmount,be separated by ,approach
度过,spend,speed,send,speedy
量,measure,mature,pleasure,feature
物理学家,physicist,physics,physician,musician
演讲,lecture,secure,gesture,lecturer
有义务的,bound,surgical,insolent,sinuous
然而,nevertheless,join,in addition,as well as
最终,ultimately,history,go through,prologue
公道,reasonable,reasonably,seasonable,personable
喂,feed,deed,fend,fad
整理,sort,forth,root,south
设计,design,resign,deign,assign
人行道,pavement,basement,movement,casement
版本,edition,sedition,petition,editor
标语,slogan,login,loan,daydream
工业,industry,industry and commerce,electrical power,army and government
形势,situation,citation,saturation,station
构架,framework,framework,stage,order
向下,downward,onward,downwards,to put into practice
节约,economy,ecology,economic,enough
商号,firm,fill,fire,fin
苦役,slavery,slaver,slave,shaver
知道,aware,apart,dare,award
宽松,loose,choose,noose,goose
使沉淀,deposit,deport,depot,depose
收藏品,collection,connection,collector,correction
使消散,scatter,shatter,matter,spatter
外部,exterior,anterior,ulterior,interior
不一致,disagree,compete,plaudit,humpback
千,thousand,thousandth,omen,9
轻蔑,contempt,context,contest,content
助手,assistant,resistant,assistance,consultant
连贯性,connection,convection,confection,convention
侦察员,scout,spout,scour,snout
摇摆,swing,wing,swan,sling
阶段,stage,silage,state,stale
班船,liner,inert,linen,miner
伙伴,associate,dissociate,private,together
苏维埃,Soviet,independent party,royalists,Communist party
辐射,radiate,satiate,radiant,graduate
学习,learning,to review,written examination,make-up examination
日历,calendar,calender,Revelations,calendar
纠正,correction,collection,convection,connection
误解,mistake,intake,misstate,stake
电压,voltage,montage,village,foliage
逻辑,logic,tonic,loin,lyric
职业,career,garner,carper,larder
循环,rotation,notation,station,donation
不用电线,wireless,lifeless,tireless,careless
粗线,cord,expansion,policy,amplify
盒式录音带,cassette,helpless,me,nutrition
会议室,chamber,camber,clamber,amber
难以理解,mysterious,doorway,flap,gipsy
祝贺,congratulation,wish sb a Happy New Year,celebrate,blessings
图,chart,cast,chalk,chary
参与,participate,interfere,overthrow,inquire about
顾客,customer,customary,custom,person receiving sth
懂,understand,underhand,understate,secretive
洪水,flood,food,flop,blood
航海,voyage,homage,voltage,visage
发射,shoot,spool,scoot,hoof
溺爱,fond,bend,fund,form
旱灾,drought,draughty,trough,fraught
动物,creature,treasure,create,creative
伸展,extension,extensive,tension,expansion
信赖,reliance,alliance,defiance,reliable
解释,solve,resolve,sale,sole
便利,convenient,to contain,to exceed,to stop
照亮,lighten,tighten,enlighten,fighter
动力,dynamic,dynamics,dynamism,dynamite
颈,neck,niece,nick,puck
邮费,postage,hostage,portage,upstage
个人,intimate,indicate,ultimate,estimate
卡车,truck,tract,trunk,trice
紫罗兰,violet,violent,inlet,valet
诚实,honourable,honest,sincerely,to allay
可爱,lovely,lately,lively,novel
使惊恐,frighten,fright,brighten,lighten
生命,being,life expectancy,warning,activity
扩张,expansion,expansive,extension,explosion
抗议,protest,project,protect,prowess
校园,campus,camp,rumpus,cactus
最高,peak,play,peek,weak
口授笔录,dictation,citation,dictator,diction
容易,easily,family,daily,heavily
质量,quality,qualify,reality,equality
假装,disguise,disgust,disuse,misguide
引进,introduce,nominate,to present,to replace
民主,democratic,democrat,rude and unreasonable,stringent
把…看作,regard,reward,retard,remand
口香糖,gum,lug,gym,rum
部,ministry,minister,gearbox,occupation
神秘,mystery,mister,mastery,muster
属于,belong,beyond,blond,oblong
使结合,combine,combing,commune,zombie
菜单,menu,deny,end,send
说笑话,joke,coke,joker,ok
薄板,sheet,sweat,scent,sheen
品脱,pint,point,pine,pit
牧师,priest,print,orient,crest
玩笑,fun,funk,sum,fro
起居室,living-room,villa,lavatory,dining hall
起反应,react,rebut,east,race
给…深刻印象,impress,oppress,empress,depress
长袍,gown,crown,down,growl
夸脱,quart,mart,part,quaint
竞争,competition,to compete,eloquent,abuse
田径运动员,athlete,athletic,orchestra,tenor
调查,investigate,investigate,investigate,to prohibit
情况,circumstance,circumstances,strong current,actual
禁止,prohibit,to affix a seal ,to grant,visa
微型计算机,microcomputer,foot,treble,headway
每年,annual,annul,bannal,anneal
打扰,disturb,distort,pardon be,for a long time
结尾,conclusion,conclusive,concussion,concession
去掉,dispose,dispute,disperse,disclose
小钱袋,purse,parse,pause,purge
打字员,typist,typify,twist,papist
正义,justice,juice,injustice,justify
第一流的,foremost,forecast,forest,crescendo
许多人,many,may,maim,dandy
下,underground,jitter,instil,agent
各自,respectively,in parallel development, implementation, etc],piece,on one's own
脚爪,claw,clay,gnaw,clam
非经常地,occasionally,dint,excavator,baseball
注释,comment,cement,commend,torment
春,prime,prize,chime,pride
摩擦,rub,tube,crux,rout
革命者,revolutionary,socialist,semi-ablebodied or part time  worker,prophet
矿工,miner,min,mind,wine
头痛的事,headache,heartache,small,visualize
劳动,labour,for a long time,be sorry,disturb
圆的,circular,circulate,peevish,lease
日光,sunshine,sunshade,incandescence,promising
问题,problem,probe,annalistic style ,tint
急速,hasty,nasty,taste,rusty
老兵,veteran,guard,veteran,example
智力,intelligence,natural endowment,foresight,creativeness
灰色,grey,prey,wry,gray
鲜明,gay,sag,mar,grab
依靠,dependent,dependence,defendant,because
卸货,unload,unlock,inroad,unfold
主要,primarily,primary,invaluable,worn out
密集,dense,den,delve,gene
现代,modern,model,modest,mourn
波长,wavelength,span,temperature,population
抱反感,object,abject,inject,reject
触,touch,retouch,tough,couch
扔,cast,east,case,coast
逐渐,gradually,even,No. 1,as quickly as possible
保证,undertake,undertone,understate,underrate
牲畜,beast,feast,brat,beget
流域,valley,alley,volley,galley
方向,direction,director,diction,detection
增进,gain,main,spin,ban
行销货,seller,swelter,teller,roller
协议,treaty,throaty,tray,testy
能应用的,applicable,froth,countess,posture
果实的心,core,shore,fare,yore
丑陋,ugly,poly,ally,fly
任命,appointment,advertise job offers,be on the waiting list ,to recruit
拒绝,reject,abject,eject,repeat
决定性的,critical,criminal,critic,clinical
大杯,mug,sup,bug,bog
镜子,mirror,morrow,micron,minor
硫,sulphur,prodigal,nurse,integrity
家务,household,labor,movement,logistics
份额,share,suave,shaft,shire
明显,evident,evidence,resident,event
借宿,lodge,dodge,forge,podgy
呵欠,yawn,darn,lawn,fawn
让,suppose,purpose,support,oppose
